,season,matchday,date,team,result,points,rank,win_streak,lose_streak,draw_streak
7942,20,18,2021-01-10,Cádiz,3,23,9,1,0,0
7946,20,18,2021-01-11,Elche,0,16,18,0,2,0
7947,20,18,2021-01-11,Getafe,3,20,13,1,0,0
7949,20,18,2021-01-11,Real Betis,3,23,9,1,0,0
7948,20,18,2021-01-11,Huesca,0,12,20,0,3,0
8116,20,18,2021-03-10,Atlético Madrid,3,62,1,1,0,0
8117,20,18,2021-03-10,Athletic Club,0,33,4,0,1,0
7846,20,19,2020-12-15,Real Madrid,3,26,5,3,0,0
7847,20,19,2020-12-15,Athletic Club,0,14,19,0,1,0
7848,20,19,2020-12-16,Barcelona,3,20,12,2,0,0
7849,20,19,2020-12-16,Real Sociedad,0,26,5,0,1,0
7959,20,19,2021-01-19,Sevilla,3,33,2,1,0,0
7957,20,19,2021-01-19,Levante,1,22,11,0,0,1
7955,20,19,2021-01-19,Elche,1,17,17,0,0,1
7958,20,19,2021-01-19,Alavés,0,18,16,0,3,0
7954,20,19,2021-01-19,Valladolid,1,19,14,0,0,1
7956,20,19,2021-01-19,Cádiz,1,24,8,0,0,1
7965,20,19,2021-01-20,Granada,1,28,4,0,0,1
7960,20,19,2021-01-20,Getafe,3,23,9,2,0,0
7964,20,19,2021-01-20,Villarreal,1,33,2,0,0,1
7963,20,19,2021-01-20,Celta Vigo,0,23,9,0,3,0
7962,20,19,2021-01-20,Real Betis,3,26,5,2,0,0
7961,20,19,2021-01-20,Huesca,0,12,20,0,4,0
7966,20,19,2021-01-21,Valencia,1,20,12,0,0,1
7968,20,19,2021-01-21,Eibar,0,19,14,0,2,0
7967,20,19,2021-01-21,Osasuna,1,16,18,0,0,1
7969,20,19,2021-01-21,Atlético Madrid,3,44,1,6,0,0
7970,20,20,2021-01-22,Levante,1,23,12,0,0,2
7971,20,20,2021-01-22,Valladolid,1,20,14,0,0,2
7974,20,20,2021-01-23,Sevilla,3,36,4,2,0,0
7973,20,20,2021-01-23,Villarreal,1,34,5,0,0,2
7979,20,20,2021-01-23,Real Madrid,3,40,2,1,0,0
7978,20,20,2021-01-23,Alavés,0,18,18,0,4,0
7976,20,20,2021-01-23,Real Sociedad,1,31,6,0,0,1
7977,20,20,2021-01-23,Real Betis,1,27,8,0,0,1
7972,20,20,2021-01-23,Huesca,1,13,20,0,0,1
7975,20,20,2021-01-23,Cádiz,0,24,9,0,1,0
7981,20,20,2021-01-24,Granada,0,28,7,0,1,0
7987,20,20,2021-01-24,Valencia,0,20,14,0,1,0
7983,20,20,2021-01-24,Barcelona,3,37,3,4,0,0
7985,20,20,2021-01-24,Eibar,1,20,14,0,0,1
7982,20,20,2021-01-24,Elche,0,17,19,0,1,0
7980,20,20,2021-01-24,Osasuna,3,19,17,1,0,0
7984,20,20,2021-01-24,Celta Vigo,1,24,9,0,0,1
7986,20,20,2021-01-24,Atlético Madrid,3,47,1,7,0,0
7989,20,20,2021-01-25,Getafe,0,23,12,0,1,0
7988,20,20,2021-01-25,Athletic Club,3,24,9,1,0,0
7990,20,21,2021-01-29,Valladolid,0,20,15,0,1,0
7991,20,21,2021-01-29,Huesca,3,16,20,1,0,0
7993,20,21,2021-01-30,Sevilla,3,39,4,3,0,0
7996,20,21,2021-01-30,Valencia,3,23,14,1,0,0
7992,20,21,2021-01-30,Eibar,0,20,15,0,1,0
7995,20,21,2021-01-30,Levante,3,26,9,1,0,0
7997,20,21,2021-01-30,Elche,0,17,19,0,2,0
7998,20,21,2021-01-30,Villarreal,1,35,5,0,0,3
7994,20,21,2021-01-30,Real Madrid,0,40,2,0,1,0
7999,20,21,2021-01-30,Real Sociedad,1,32,6,0,0,2
8004,20,21,2021-01-31,Granada,1,29,8,0,0,1
8006,20,21,2021-01-31,Barcelona,3,40,2,5,0,0
8000,20,21,2021-01-31,Getafe,1,24,11,0,0,1
8001,20,21,2021-01-31,Alavés,1,19,17,0,0,1
8005,20,21,2021-01-31,Celta Vigo,1,25,10,0,0,2
8003,20,21,2021-01-31,Atlético Madrid,3,50,1,8,0,0
8007,20,21,2021-01-31,Athletic Club,0,24,11,0,1,0
8002,20,21,2021-01-31,Cádiz,0,24,11,0,2,0
8009,20,21,2021-02-01,Osasuna,0,19,17,0,1,0
8008,20,21,2021-02-01,Real Betis,3,30,7,1,0,0
8010,20,22,2021-02-05,Alavés,3,22,15,1,0,0
8011,20,22,2021-02-05,Valladolid,0,20,17,0,2,0
8013,20,22,2021-02-06,Granada,1,30,7,0,0,2
8018,20,22,2021-02-06,Sevilla,3,42,4,4,0,0
8012,20,22,2021-02-06,Levante,1,27,9,0,0,1
8016,20,22,2021-02-06,Elche,1,18,19,0,0,1
8019,20,22,2021-02-06,Getafe,0,24,12,0,1,0
8017,20,22,2021-02-06,Villarreal,1,36,5,0,0,4
8015,20,22,2021-02-06,Real Madrid,3,43,2,1,0,0
8014,20,22,2021-02-06,Huesca,0,16,20,0,1,0
8023,20,22,2021-02-07,Valencia,1,24,12,0,0,1
8027,20,22,2021-02-07,Barcelona,3,43,2,6,0,0
8025,20,22,2021-02-07,Eibar,0,20,17,0,2,0
8024,20,22,2021-02-07,Osasuna,3,22,15,1,0,0
8020,20,22,2021-02-07,Real Sociedad,3,35,6,1,0,0
8022,20,22,2021-02-07,Athletic Club,1,25,11,0,0,1
8026,20,22,2021-02-07,Real Betis,0,30,7,0,1,0
8021,20,22,2021-02-07,Cádiz,0,24,12,0,3,0
8029,20,22,2021-02-08,Celta Vigo,1,26,10,0,0,3
8028,20,22,2021-02-08,Atlético Madrid,1,51,1,0,0,1
8033,20,23,2021-02-12,Elche,0,18,19,0,1,0
8032,20,23,2021-02-12,Celta Vigo,3,29,9,1,0,0
8034,20,23,2021-02-13,Granada,0,30,8,0,1,0
8036,20,23,2021-02-13,Sevilla,3,45,4,5,0,0
8040,20,23,2021-02-13,Barcelona,3,46,3,7,0,0
8038,20,23,2021-02-13,Eibar,1,21,17,0,0,1
8041,20,23,2021-02-13,Alavés,0,22,16,0,1,0
8035,20,23,2021-02-13,Atlético Madrid,3,54,1,1,0,0
8039,20,23,2021-02-13,Valladolid,1,21,17,0,0,1
8037,20,23,2021-02-13,Huesca,0,16,20,0,2,0
8045,20,23,2021-02-14,Valencia,0,24,13,0,1,0
8046,20,23,2021-02-14,Levante,0,27,11,0,1,0
8042,20,23,2021-02-14,Getafe,0,24,13,0,3,0
8048,20,23,2021-02-14,Villarreal,0,36,6,0,1,0
8044,20,23,2021-02-14,Real Madrid,3,49,2,3,0,0
8047,20,23,2021-02-14,Osasuna,3,25,12,2,0,0
8043,20,23,2021-02-14,Real Sociedad,3,38,5,2,0,0
8049,20,23,2021-02-14,Real Betis,3,33,7,1,0,0
8051,20,23,2021-02-15,Athletic Club,3,28,10,1,0,0
8050,20,23,2021-02-15,Cádiz,0,24,13,0,4,0
8055,20,24,2021-02-19,Getafe,0,24,15,0,4,0
8054,20,24,2021-02-19,Real Betis,3,36,7,2,0,0
8060,20,24,2021-02-20,Valencia,3,27,12,1,0,0
8057,20,24,2021-02-20,Eibar,0,21,17,0,1,0
8059,20,24,2021-02-20,Levante,3,31,8,1,0,0
8056,20,24,2021-02-20,Elche,3,21,17,1,0,0
8063,20,24,2021-02-20,Real Madrid,3,52,2,4,0,0
8061,20,24,2021-02-20,Celta Vigo,0,29,10,0,1,0
8058,20,24,2021-02-20,Atlético Madrid,0,55,1,0,1,0
8062,20,24,2021-02-20,Valladolid,0,21,17,0,1,0
8069,20,24,2021-02-21,Granada,0,30,9,0,2,0
8064,20,24,2021-02-21,Barcelona,1,47,4,0,0,1
8071,20,24,2021-02-21,Villarreal,1,37,6,0,0,1
8067,20,24,2021-02-21,Alavés,0,22,16,0,2,0
8066,20,24,2021-02-21,Real Sociedad,3,41,5,3,0,0
8070,20,24,2021-02-21,Athletic Club,1,29,10,0,0,1
8068,20,24,2021-02-21,Huesca,3,19,20,1,0,0
8065,20,24,2021-02-21,Cádiz,1,25,13,0,0,1
8073,20,24,2021-02-22,Sevilla,3,48,3,6,0,0
8072,20,24,2021-02-22,Osasuna,0,25,13,0,1,0
8076,20,25,2021-02-26,Levante,1,32,9,0,0,1
8077,20,25,2021-02-26,Athletic Club,1,30,10,0,0,2
8080,20,25,2021-02-27,Sevilla,0,48,4,0,1,0
8085,20,25,2021-02-27,Valencia,0,27,13,0,1,0
8081,20,25,2021-02-27,Barcelona,3,53,2,2,0,0
8078,20,25,2021-02-27,Eibar,1,22,16,0,0,1
8084,20,25,2021-02-27,Getafe,3,27,13,1,0,0
8083,20,25,2021-02-27,Osasuna,3,28,12,1,0,0
8082,20,25,2021-02-27,Alavés,0,22,16,0,3,0
8079,20,25,2021-02-27,Huesca,1,20,20,0,0,1
8090,20,25,2021-02-28,Granada,3,33,8,1,0,0
8091,20,25,2021-02-28,Elche,0,21,19,0,2,0
8092,20,25,2021-02-28,Villarreal,0,37,7,0,1,0
8086,20,25,2021-02-28,Celta Vigo,1,30,10,0,0,1
8093,20,25,2021-02-28,Atlético Madrid,3,58,1,1,0,0
8089,20,25,2021-02-28,Real Betis,3,39,6,3,0,0
8087,20,25,2021-02-28,Valladolid,1,22,16,0,0,1
8088,20,25,2021-02-28,Cádiz,0,25,15,0,1,0
8094,20,25,2021-03-01,Real Madrid,1,53,2,0,0,1
8095,20,25,2021-03-01,Real Sociedad,1,42,5,0,0,1
8096,20,26,2021-03-05,Valencia,3,30,12,1,0,0
8097,20,26,2021-03-05,Villarreal,0,37,7,0,2,0
8101,20,26,2021-03-06,Sevilla,0,48,4,0,2,0
8105,20,26,2021-03-06,Barcelona,3,56,2,3,0,0
8103,20,26,2021-03-06,Eibar,0,22,18,0,1,0
8100,20,26,2021-03-06,Elche,3,24,17,1,0,0
8099,20,26,2021-03-06,Getafe,0,27,15,0,1,0
8104,20,26,2021-03-06,Osasuna,0,28,13,0,1,0
8098,20,26,2021-03-06,Valladolid,3,25,16,1,0,0
8102,20,26,2021-03-06,Cádiz,3,28,13,1,0,0
8113,20,26,2021-03-07,Granada,0,33,8,0,1,0
8111,20,26,2021-03-07,Levante,0,32,11,0,1,0
8109,20,26,2021-03-07,Real Madrid,1,54,3,0,0,2
8107,20,26,2021-03-07,Celta Vigo,3,33,8,1,0,0
8110,20,26,2021-03-07,Real Sociedad,3,45,5,1,0,0
8108,20,26,2021-03-07,Atlético Madrid,1,59,1,0,0,1
8112,20,26,2021-03-07,Athletic Club,3,33,8,1,0,0
8106,20,26,2021-03-07,Huesca,0,20,20,0,1,0
8115,20,26,2021-03-08,Alavés,0,22,18,0,4,0
8114,20,26,2021-03-08,Real Betis,3,42,6,4,0,0
8119,20,27,2021-03-12,Valencia,0,30,12,0,1,0
8118,20,27,2021-03-12,Levante,3,35,9,1,0,0
8123,20,27,2021-03-13,Elche,0,24,17,0,1,0
8126,20,27,2021-03-13,Getafe,1,28,15,0,0,1
8122,20,27,2021-03-13,Real Madrid,3,57,3,1,0,0
8124,20,27,2021-03-13,Osasuna,1,29,13,0,0,1
8120,20,27,2021-03-13,Alavés,1,23,18,0,0,1
8127,20,27,2021-03-13,Atlético Madrid,1,63,1,0,0,1
8125,20,27,2021-03-13,Valladolid,1,26,16,0,0,1
8121,20,27,2021-03-13,Cádiz,1,29,13,0,0,1
8130,20,27,2021-03-14,Granada,3,36,8,1,0,0
8134,20,27,2021-03-14,Sevilla,3,51,4,1,0,0
8132,20,27,2021-03-14,Eibar,0,22,19,0,2,0
8133,20,27,2021-03-14,Villarreal,3,40,7,1,0,0
8128,20,27,2021-03-14,Celta Vigo,1,34,10,0,0,1
8131,20,27,2021-03-14,Real Sociedad,0,45,5,0,1,0
8129,20,27,2021-03-14,Athletic Club,1,34,10,0,0,1
8135,20,27,2021-03-14,Real Betis,0,42,6,0,1,0
8136,20,27,2021-03-15,Barcelona,3,59,2,4,0,0
8137,20,27,2021-03-15,Huesca,0,20,20,0,2,0
8141,20,28,2021-03-19,Levante,0,35,9,0,1,0
8140,20,28,2021-03-19,Real Betis,3,45,5,1,0,0
8149,20,28,2021-03-20,Sevilla,1,55,4,0,0,1
8143,20,28,2021-03-20,Eibar,1,23,18,0,0,1
8145,20,28,2021-03-20,Real Madrid,3,60,3,2,0,0
8147,20,28,2021-03-20,Osasuna,1,30,13,0,0,2
8144,20,28,2021-03-20,Celta Vigo,0,34,11,0,1,0
8142,20,28,2021-03-20,Athletic Club,1,35,9,0,0,2
8148,20,28,2021-03-20,Valladolid,1,27,16,0,0,2
8146,20,28,2021-03-20,Huesca,1,21,20,0,0,1
8153,20,28,2021-03-21,Granada,0,36,8,0,1,0
8152,20,28,2021-03-21,Valencia,3,33,12,1,0,0
8159,20,28,2021-03-21,Barcelona,3,62,2,5,0,0
8151,20,28,2021-03-21,Elche,1,25,17,0,0,1
8150,20,28,2021-03-21,Getafe,1,29,14,0,0,2
8154,20,28,2021-03-21,Villarreal,3,43,7,2,0,0
8157,20,28,2021-03-21,Alavés,0,23,18,0,1,0
8158,20,28,2021-03-21,Real Sociedad,0,45,5,0,2,0
8156,20,28,2021-03-21,Atlético Madrid,3,66,1,1,0,0
8155,20,28,2021-03-21,Cádiz,0,29,14,0,1,0
8160,20,29,2021-04-02,Levante,0,35,11,0,2,0
8161,20,29,2021-04-02,Huesca,3,24,18,1,0,0
8162,20,29,2021-04-03,Granada,0,36,9,0,2,0
8165,20,29,2021-04-03,Eibar,0,23,19,0,1,0
8167,20,29,2021-04-03,Getafe,1,30,15,0,0,3
8163,20,29,2021-04-03,Villarreal,3,46,5,3,0,0
8164,20,29,2021-04-03,Real Madrid,3,63,3,3,0,0
8166,20,29,2021-04-03,Osasuna,1,31,14,0,0,3
8174,20,29,2021-04-04,Sevilla,3,58,4,1,0,0
8173,20,29,2021-04-04,Valencia,0,33,12,0,1,0
8170,20,29,2021-04-04,Elche,1,26,17,0,0,2
8168,20,29,2021-04-04,Alavés,0,23,19,0,2,0
8169,20,29,2021-04-04,Celta Vigo,3,37,8,1,0,0
8175,20,29,2021-04-04,Atlético Madrid,0,66,1,0,1,0
8171,20,29,2021-04-04,Real Betis,1,46,5,0,0,1
8172,20,29,2021-04-04,Cádiz,3,32,13,1,0,0
8176,20,29,2021-04-05,Barcelona,3,65,2,6,0,0
8177,20,29,2021-04-05,Valladolid,0,27,16,0,1,0
8178,20,29,2021-04-07,Real Sociedad,1,46,5,0,0,1
8179,20,29,2021-04-07,Athletic Club,1,36,9,0,0,3
8181,20,30,2021-04-09,Elche,0,26,18,0,1,0
8180,20,30,2021-04-09,Huesca,3,27,16,2,0,0
8189,20,30,2021-04-10,Barcelona,0,65,3,0,1,0
8186,20,30,2021-04-10,Eibar,0,23,20,0,2,0
8187,20,30,2021-04-10,Levante,3,38,9,1,0,0
8182,20,30,2021-04-10,Getafe,0,30,15,0,1,0
8188,20,30,2021-04-10,Real Madrid,3,66,2,4,0,0
8185,20,30,2021-04-10,Alavés,1,24,19,0,0,1
8184,20,30,2021-04-10,Athletic Club,1,37,10,0,0,4
8183,20,30,2021-04-10,Cádiz,3,35,12,2,0,0
8195,20,30,2021-04-11,Granada,3,39,8,1,0,0
8192,20,30,2021-04-11,Valencia,1,34,13,0,0,1
8190,20,30,2021-04-11,Villarreal,0,46,7,0,1,0
8191,20,30,2021-04-11,Osasuna,3,34,13,1,0,0
8193,20,30,2021-04-11,Real Sociedad,1,47,5,0,0,2
8197,20,30,2021-04-11,Atlético Madrid,1,67,1,0,0,1
8196,20,30,2021-04-11,Real Betis,1,47,5,0,0,2
8194,20,30,2021-04-11,Valladolid,0,27,16,0,2,0
8199,20,30,2021-04-12,Sevilla,3,61,4,2,0,0
8198,20,30,2021-04-12,Celta Vigo,0,37,10,0,1,0
8219,20,31,2021-04-21,Sevilla,3,67,4,4,0,0
8217,20,31,2021-04-21,Valencia,0,35,14,0,1,0
8218,20,31,2021-04-21,Levante,0,38,10,0,2,0
8224,20,31,2021-04-21,Elche,1,27,18,0,0,1
8223,20,31,2021-04-21,Villarreal,0,49,6,0,1,0
8227,20,31,2021-04-21,Real Madrid,3,70,2,1,0,0
8216,20,31,2021-04-21,Osasuna,3,40,9,3,0,0
8222,20,31,2021-04-21,Alavés,3,30,16,2,0,0
8221,20,31,2021-04-21,Athletic Club,1,38,10,0,0,5
8220,20,31,2021-04-21,Real Betis,1,49,6,0,0,4
8225,20,31,2021-04-21,Valladolid,1,28,17,0,0,1
8226,20,31,2021-04-21,Cádiz,0,36,13,0,1,0
8232,20,31,2021-04-22,Granada,3,42,8,2,0,0
8234,20,31,2021-04-22,Barcelona,3,68,3,1,0,0
8233,20,31,2021-04-22,Eibar,0,23,20,0,4,0
8235,20,31,2021-04-22,Getafe,0,31,15,0,1,0
8231,20,31,2021-04-22,Celta Vigo,0,38,10,0,1,0
8230,20,31,2021-04-22,Real Sociedad,3,50,5,1,0,0
8228,20,31,2021-04-22,Atlético Madrid,3,73,1,2,0,0
8229,20,31,2021-04-22,Huesca,0,27,18,0,2,0
8240,20,32,2021-04-24,Valencia,1,36,14,0,0,1
8237,20,32,2021-04-24,Levante,0,38,12,0,3,0
8236,20,32,2021-04-24,Elche,3,30,17,1,0,0
8242,20,32,2021-04-24,Real Madrid,1,71,2,0,0,1
8241,20,32,2021-04-24,Alavés,1,31,16,0,0,1
8243,20,32,2021-04-24,Real Betis,1,50,6,0,0,5
8238,20,32,2021-04-24,Valladolid,1,29,18,0,0,2
8239,20,32,2021-04-24,Cádiz,1,37,13,0,0,1
8251,20,32,2021-04-25,Granada,0,42,8,0,1,0
8250,20,32,2021-04-25,Sevilla,3,70,4,5,0,0
8247,20,32,2021-04-25,Barcelona,3,71,2,2,0,0
8245,20,32,2021-04-25,Getafe,3,34,15,1,0,0
8246,20,32,2021-04-25,Villarreal,0,49,7,0,2,0
8249,20,32,2021-04-25,Osasuna,0,40,11,0,1,0
8248,20,32,2021-04-25,Celta Vigo,3,41,9,1,0,0
8253,20,32,2021-04-25,Atlético Madrid,0,73,1,0,1,0
8252,20,32,2021-04-25,Athletic Club,3,41,9,1,0,0
8244,20,32,2021-04-25,Huesca,0,27,19,0,3,0
8254,20,32,2021-04-26,Eibar,0,23,20,0,5,0
8255,20,32,2021-04-26,Real Sociedad,3,53,5,2,0,0
8201,20,33,2021-04-18,Sevilla,3,64,4,3,0,0
8211,20,33,2021-04-18,Valencia,1,35,14,0,0,2
8205,20,33,2021-04-18,Eibar,0,23,20,0,3,0
8212,20,33,2021-04-18,Levante,0,38,10,0,1,0
8203,20,33,2021-04-18,Elche,0,26,19,0,2,0
8214,20,33,2021-04-18,Getafe,1,31,15,0,0,1
8213,20,33,2021-04-18,Villarreal,3,49,5,1,0,0
8215,20,33,2021-04-18,Real Madrid,1,67,3,0,0,1
8202,20,33,2021-04-18,Osasuna,3,37,12,2,0,0
8206,20,33,2021-04-18,Alavés,3,27,17,1,0,0
8209,20,33,2021-04-18,Celta Vigo,1,38,10,0,0,1
8200,20,33,2021-04-18,Real Sociedad,0,47,7,0,1,0
8204,20,33,2021-04-18,Atlético Madrid,3,70,2,1,0,0
8210,20,33,2021-04-18,Real Betis,1,48,6,0,0,3
8207,20,33,2021-04-18,Huesca,0,27,17,0,1,0
8208,20,33,2021-04-18,Cádiz,1,36,13,0,0,1
8256,20,33,2021-04-28,Athletic Club,1,42,9,0,0,1
8257,20,33,2021-04-28,Valladolid,1,30,16,0,0,3
8259,20,33,2021-04-29,Granada,3,45,8,1,0,0
8258,20,33,2021-04-29,Barcelona,0,71,1,0,1,0
8261,20,34,2021-04-30,Levante,0,38,13,0,4,0
8260,20,34,2021-04-30,Celta Vigo,3,44,10,2,0,0
8262,20,34,2021-05-01,Eibar,3,26,20,1,0,0
8264,20,34,2021-05-01,Elche,0,30,18,0,1,0
8268,20,34,2021-05-01,Real Madrid,3,74,2,1,0,0
8269,20,34,2021-05-01,Osasuna,0,40,11,0,2,0
8263,20,34,2021-05-01,Alavés,0,31,16,0,1,0
8267,20,34,2021-05-01,Real Sociedad,0,53,5,0,1,0
8265,20,34,2021-05-01,Atlético Madrid,3,76,1,1,0,0
8266,20,34,2021-05-01,Huesca,3,30,18,1,0,0
8274,20,34,2021-05-02,Granada,0,45,8,0,1,0
8276,20,34,2021-05-02,Valencia,0,36,14,0,1,0
8277,20,34,2021-05-02,Barcelona,3,74,2,1,0,0
8273,20,34,2021-05-02,Getafe,0,34,15,0,1,0
8272,20,34,2021-05-02,Villarreal,3,52,6,1,0,0
8271,20,34,2021-05-02,Real Betis,1,51,7,0,0,6
8270,20,34,2021-05-02,Valladolid,1,31,16,0,0,4
8275,20,34,2021-05-02,Cádiz,3,40,11,1,0,0
8278,20,34,2021-05-03,Sevilla,0,70,4,0,1,0
8279,20,34,2021-05-03,Athletic Club,3,45,8,1,0,0
8281,20,35,2021-05-07,Elche,0,30,18,0,2,0
8280,20,35,2021-05-07,Real Sociedad,3,56,5,1,0,0
8284,20,35,2021-05-08,Barcelona,1,75,2,0,0,1
8283,20,35,2021-05-08,Levante,1,39,13,0,0,1
8289,20,35,2021-05-08,Osasuna,1,41,12,0,0,1
8282,20,35,2021-05-08,Alavés,1,32,16,0,0,1
8285,20,35,2021-05-08,Atlético Madrid,1,77,1,0,0,1
8288,20,35,2021-05-08,Athletic Club,1,46,9,0,0,1
8287,20,35,2021-05-08,Huesca,0,30,18,0,1,0
8286,20,35,2021-05-08,Cádiz,3,43,11,2,0,0
8297,20,35,2021-05-09,Sevilla,1,71,4,0,0,1
8292,20,35,2021-05-09,Valencia,3,39,13,1,0,0
8291,20,35,2021-05-09,Eibar,3,29,20,2,0,0
8290,20,35,2021-05-09,Getafe,0,34,15,0,2,0
8294,20,35,2021-05-09,Villarreal,0,52,7,0,1,0
8296,20,35,2021-05-09,Real Madrid,1,75,2,0,0,1
8295,20,35,2021-05-09,Celta Vigo,3,47,8,3,0,0
8293,20,35,2021-05-09,Valladolid,0,31,17,0,1,0
8299,20,35,2021-05-10,Granada,0,45,10,0,2,0
8298,20,35,2021-05-10,Real Betis,3,54,6,1,0,0
8305,20,36,2021-05-11,Barcelona,1,76,3,0,0,2
8304,20,36,2021-05-11,Levante,1,40,13,0,0,2
8302,20,36,2021-05-11,Elche,0,30,19,0,3,0
8300,20,36,2021-05-11,Osasuna,3,44,11,1,0,0
8303,20,36,2021-05-11,Alavés,3,35,15,1,0,0
8301,20,36,2021-05-11,Cádiz,0,43,12,0,1,0
8306,20,36,2021-05-12,Sevilla,3,74,4,1,0,0
8307,20,36,2021-05-12,Valencia,0,39,14,0,1,0
8311,20,36,2021-05-12,Getafe,0,34,16,0,3,0
8310,20,36,2021-05-12,Celta Vigo,3,50,8,4,0,0
8313,20,36,2021-05-12,Real Sociedad,0,56,5,0,1,0
8312,20,36,2021-05-12,Atlético Madrid,3,80,1,1,0,0
8309,20,36,2021-05-12,Athletic Club,0,46,9,0,1,0
8308,20,36,2021-05-12,Huesca,3,33,17,1,0,0
8318,20,36,2021-05-13,Granada,0,45,10,0,3,0
8316,20,36,2021-05-13,Eibar,1,30,19,0,0,1
8315,20,36,2021-05-13,Villarreal,3,55,6,1,0,0
8319,20,36,2021-05-13,Real Madrid,3,78,2,1,0,0
8317,20,36,2021-05-13,Real Betis,1,55,6,0,0,1
8314,20,36,2021-05-13,Valladolid,0,31,18,0,2,0
8331,20,37,2021-05-16,Granada,0,45,10,0,4,0
8325,20,37,2021-05-16,Sevilla,0,74,4,0,1,0
8328,20,37,2021-05-16,Valencia,3,42,13,1,0,0
8336,20,37,2021-05-16,Barcelona,0,76,3,0,1,0
8329,20,37,2021-05-16,Eibar,0,30,20,0,1,0
8339,20,37,2021-05-16,Levante,0,40,14,0,1,0
8323,20,37,2021-05-16,Elche,3,33,17,1,0,0
8338,20,37,2021-05-16,Getafe,3,37,16,1,0,0
8324,20,37,2021-05-16,Villarreal,3,58,6,2,0,0
8335,20,37,2021-05-16,Real Madrid,3,81,2,2,0,0
8333,20,37,2021-05-16,Osasuna,0,44,11,0,1,0
8330,20,37,2021-05-16,Alavés,3,38,15,2,0,0
8337,20,37,2021-05-16,Celta Vigo,3,53,8,5,0,0
8326,20,37,2021-05-16,Real Sociedad,3,59,5,1,0,0
8332,20,37,2021-05-16,Atlético Madrid,3,83,1,2,0,0
8334,20,37,2021-05-16,Athletic Club,0,46,9,0,2,0
8320,20,37,2021-05-16,Real Betis,3,58,6,1,0,0
8327,20,37,2021-05-16,Valladolid,0,31,19,0,3,0
8321,20,37,2021-05-16,Huesca,0,33,17,0,1,0
8322,20,37,2021-05-16,Cádiz,0,43,12,0,2,0
8340,20,38,2021-05-21,Levante,1,41,14,0,0,1
8341,20,38,2021-05-21,Cádiz,1,44,11,0,0,1
8345,20,38,2021-05-22,Valencia,1,43,13,0,0,1
8355,20,38,2021-05-22,Barcelona,3,79,3,1,0,0
8354,20,38,2021-05-22,Eibar,0,30,20,0,2,0
8348,20,38,2021-05-22,Elche,3,36,17,2,0,0
8343,20,38,2021-05-22,Villarreal,0,58,7,0,1,0
8342,20,38,2021-05-22,Real Madrid,3,84,2,3,0,0
8346,20,38,2021-05-22,Osasuna,0,44,11,0,2,0
8350,20,38,2021-05-22,Celta Vigo,0,53,8,0,1,0
8347,20,38,2021-05-22,Real Sociedad,3,62,5,2,0,0
8353,20,38,2021-05-22,Atlético Madrid,3,86,1,3,0,0
8349,20,38,2021-05-22,Athletic Club,0,46,9,0,3,0
8351,20,38,2021-05-22,Real Betis,3,61,6,2,0,0
8352,20,38,2021-05-22,Valladolid,0,31,19,0,4,0
8344,20,38,2021-05-22,Huesca,1,34,18,0,0,1
8356,20,38,2021-05-23,Granada,1,46,9,0,0,1
8358,20,38,2021-05-23,Sevilla,3,77,4,1,0,0
8357,20,38,2021-05-23,Getafe,1,38,15,0,0,1
8359,20,38,2021-05-23,Alavés,0,38,15,0,1,0
8360,21,1,2021-08-13,Valencia,3,3,1,1,0,0
8361,21,1,2021-08-13,Getafe,0,0,16,0,1,0
8365,21,1,2021-08-14,Levante,1,1,6,0,0,2
8367,21,1,2021-08-14,Real Madrid,3,3,1,4,0,0
8368,21,1,2021-08-14,Osasuna,1,1,6,0,0,1
8366,21,1,2021-08-14,Alavés,0,0,16,0,2,0
8369,21,1,2021-08-14,Espanyol,1,1,6,0,0,2
8363,21,1,2021-08-14,Real Betis,1,1,6,0,0,1
8362,21,1,2021-08-14,Mallorca,1,1,6,0,0,2
8364,21,1,2021-08-14,Cádiz,1,1,6,0,0,2
8374,21,1,2021-08-15,Sevilla,3,3,1,2,0,0
8372,21,1,2021-08-15,Barcelona,3,3,1,2,0,0
8370,21,1,2021-08-15,Celta Vigo,0,0,16,0,2,0
8373,21,1,2021-08-15,Real Sociedad,0,0,16,0,1,0
8371,21,1,2021-08-15,Atlético Madrid,3,3,1,4,0,0
8375,21,1,2021-08-15,Rayo Vallecano,0,0,16,0,1,0
8377,21,1,2021-08-16,Granada,1,1,6,0,0,2
8378,21,1,2021-08-16,Elche,1,1,6,0,0,1
8376,21,1,2021-08-16,Villarreal,1,1,6,0,0,1
8379,21,1,2021-08-16,Athletic Club,1,1,6,0,0,1
8380,21,2,2021-08-20,Real Betis,1,2,8,0,0,2
8381,21,2,2021-08-20,Cádiz,1,2,8,0,0,3
8386,21,2,2021-08-21,Granada,1,2,8,0,0,3
8387,21,2,2021-08-21,Valencia,1,4,3,0,0,1
8389,21,2,2021-08-21,Barcelona,1,4,3,0,0,1
8385,21,2,2021-08-21,Villarreal,1,2,8,0,0,2
8382,21,2,2021-08-21,Alavés,0,0,18,0,3,0
8384,21,2,2021-08-21,Espanyol,1,2,8,0,0,3
8388,21,2,2021-08-21,Athletic Club,1,2,8,0,0,2
8383,21,2,2021-08-21,Mallorca,3,4,3,1,0,0
